"YEAR","FIRMNAME","fivefirmid","FIRMID","CUSIPHEADERID","CUSIPHeaderName","CUSIPHISTORYID","CUSIPHistoryName","productname","PRODUCTID","OS","CPU","BUS","MHZ","RAM","HD","MONITOR","PRICE"
1987,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","ai vaxstation",34,14,21,7,,,,,42300
1990,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4337 graphics netstation",736,11,16,7,,12000,86,0,42500
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 chx",481,9,30,7,,8000,571,0,42500
1991,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 530",942,10,30,9,,128000,2500,1,42705
1985,"Chromatics, Inc.",34,34,,,,,"cx1500",178,0,0,,,,,0,42850
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris crimson elan",628,11,10,7,40,256000,3600,0,42900
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris crimson elan",628,11,10,7,40,256000,3600,0,42900
1993,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris crimson elan",628,11,10,1,40,256000,3600,0,42900
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370",1063,1,1,2,25,8000,327,0,42900
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/470gx",1113,1,17,1,33,128000,5500,0,42900
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370",1063,1,1,2,25,8000,327,0,42900
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370",1063,1,1,2,25,8000,327,0,42900
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370",1063,1,1,1,25,8000,327,0,42900
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-500pxg+ axp",213,13,20,7,,256000,1050,1,42995
1986,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf color raster workstation",1182,0,0,7,,,,0,43000
1990,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interact 220",568,14,47,7,,16000,156,0,43000
1989,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 390",893,19,39,7,10,14000,,0,43200
1988,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 390",893,19,39,7,10,14000,,0,43200
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-900 axp",229,7,3,7,275,64000,2100,1,43373
1989,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn580",281,19,16,7,20,16000,348,,43900
1987,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn570 turbo",280,19,16,7,20,16000,348,,43900
1987,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn580",281,19,16,7,20,16000,348,,43900
1988,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn580",281,19,16,7,20,16000,348,,43900
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3540",1204,14,21,7,,64000,560,1,43950
1986,"data general corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","ds/4200",306,12,30,7,,,,,44500
1987,"data general corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","ds/4200",306,12,30,7,,,,,44500
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge dm",149,11,8,7,,6000000,2000,0,44800
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","challenge dm",149,11,8,7,,64000,2000,0,44800
1989,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/150cxp",1123,1,1,1,14,32000,1300,0,44900
1989,"prime computer, inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pxcl5500",901,15,30,7,,,,1,44900
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/150cxp",1123,1,1,1,14,32000,1300,0,44900
1990,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/70 g, gt",626,14,16,1,16,16000,170,0,44900
1991,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/70 g, gt",626,14,16,1,16,16000,170,0,44900
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/150cxp",1123,1,1,1,14,32000,1300,0,44900
1992,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 4d/70 g, gt",626,14,16,1,16,16000,170,0,44900
1988,"prime computer, inc.",131,131,"74155510","PRIME COMPUTER INC","74155510","PRIME COMPUTER INC","pxcl5500",901,15,30,7,,,,1,44900
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","alphastation 600 5/300",45,7,3,8,,1000000,1000,1,44995
1990,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","interpro 3050",592,14,42,7,,80000,670,0,45000
1985,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 320",890,19,39,7,10,1000,,0,45000
1989,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 330",891,19,39,7,10,1000,,0,45000
1987,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 330",891,19,39,7,10,1000,,0,45000
1991,"chromatics, inc.",34,34,,,,,"cx 2500",176,11,17,,,,,,45000
1986,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 330",891,19,39,7,10,1000,,0,45000
1985,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 330",891,19,39,7,10,1000,,0,45000
1988,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 330",891,19,39,7,10,1000,,0,45000
1986,"Impres, Inc.",84,84,,,,,"610 workstation",15,0,0,,,,,0,45000
1989,"unisys cad/cam, inc.",163,163,"90921410","UNISYS CORP","90921410","UNISYS CORP","model 1450",717,11,30,7,,4000,,1,45000
1990,"unisys cad/cam, inc.",163,163,"90921410","UNISYS CORP","90921410","UNISYS CORP","model 1450",717,11,30,7,,4000,,1,45000
1992,"barco chromatics, inc.",26,26,,,,,"cx2500",181,11,17,1,,32000,600,0,45000
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370",1063,1,1,1,25,8000,327,0,45000
1988,"unisys cad/cam, inc.",163,163,"90921410","UNISYS CORP","90921410","UNISYS CORP","model 1450",717,11,30,7,,4000,,1,45000
1986,"evans & sutherland",64,64,"29909610","EVANS & SUTHERLAND CMP CORP","29909610","EVANS & SUTHERLAND CMP CORP","ps 320",890,19,39,7,10,1000,,0,45000
1987,"Vectron Graphics Systems, Inc.",165,165,,,,,"vectron workstation",1217,0,0,,,,,0,45000
1991,"barco chromatics, inc.",26,26,,,,,"cx2500",181,11,17,1,,32000,600,0,45000
1993,"barco chromatics, inc.",26,26,,,,,"cx2500",181,11,17,1,,32000,600,0,45000
1992,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 530",942,10,30,9,,128000,2500,1,45377
1993,"megatek corp.",107,107,,,,,"sigma 70",1015,1,1,1,,128000,534,0,45500
1991,"megatek corp.",107,107,,,,,"sigma 70",1015,1,1,1,,128000,534,0,45500
1992,"megatek corp.",107,107,,,,,"sigma 70",1015,1,1,1,,128000,534,0,45500
1984,"megatek corp.",107,107,,,,,"whizzard 7295",1242,,49,,,,,,45500
1987,"adage, inc.",2,2,,,,,"model 6580",741,14,50,,,,,,45700
1987,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 model 320srx",443,9,30,1,,,,,45800
1988,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 320srx",449,9,16,7,,2000,,0,45800
1990,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 320srx",449,9,16,7,,2000,,0,45800
1989,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 300 model 320srx",449,9,16,7,,2000,,0,45800
1989,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf 88 workstation",1181,0,0,7,,,,0,45995
1990,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf 88 workstation",1181,0,0,,,,,0,45995
1985,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 2400",608,1,0,,10,,,0,46000
1995,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris power indigo2",649,11,29,7,,64000,2000,0,46000
1986,"lundy computer graphics",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf workstation",1184,11,30,,,,,,46000
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","power indigo2",871,11,29,7,,12000000,2000,0,46000
1985,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf workstation",1184,0,0,,,,,0,46000
1983,"megatek corp.",107,107,,,,,"whizzard 7640",1246,,49,,,,,,46000
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","power indigo2 xz",873,11,29,7,,16000,535,0,46000
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3540",1204,14,21,7,,64000,560,1,46147
1992,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3540",1204,14,21,7,,64000,560,1,46147
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-900 zlx/e1",230,13,3,7,,1000000,8400,1,46321
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-900 axp",229,7,3,7,275,64000,2100,1,46570
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-900 zlx/e1",230,13,3,7,,1000000,8400,1,46570
1986,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/260cxp",1110,1,16,,16.700000762939453,,,,46900
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/470",1112,1,17,1,33,8000,327,0,47000
1989,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4336 graphics netstation",735,11,16,7,,12000,86,0,47500
1988,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4336 graphics netstation",735,11,16,7,,12000,86,0,47500
1984,"Silicon Graphics, Inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris 1400",607,1,0,,8,,,0,48000
1989,"Circuit Studios, Inc.",35,35,,,,,"velocity",1218,0,0,1,,2000,40,0,48000
1990,"Circuit Studios, Inc.",35,35,,,,,"velocity",1218,0,0,1,,2000,40,0,48000
1995,"Aztek, Inc.",23,23,,,,,"spectrum 2000",1082,0,0,7,,256000,,0,48000
1987,"Bedford Computer Corp.",28,28,,,,,"meteor 5000",699,0,0,,,,,0,48000
1996,"Aztek, Inc.",23,23,,,,,"spectrum 2000",1082,0,0,7,,256000,,0,48000
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 750",509,9,11,6,33,16000,600,0,48090
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","ai vaxstation",34,14,21,7,,,,,48690
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370gx",1064,1,1,1,25,56000,5500,0,48900
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/470gxp",1114,1,17,1,33,128000,5500,0,48900
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370gx",1064,1,1,1,25,56000,5500,0,48900
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-3/470gx",1113,1,17,1,33,128000,5500,0,48900
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 755",510,9,11,6,99,64000,2000,0,48995
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-800 zlx/m2",227,13,20,7,,64000,1000,1,49400
1996,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-800 zlx/m2",227,13,20,7,,64000,1000,1,49400
1982,"Redac",136,136,,,,,"cadet i",112,0,0,,,,,0,49500
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 chx",481,9,30,7,,8000,571,0,49500
1990,"AT&T Pixel Machines",16,16,,,,,"pxm 900 series",902,1,0,1,,48000,,1,49500
1992,"AT&T Pixel Machines",16,16,,,,,"pxm 900 series",902,1,0,1,,48000,,1,49500
1991,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 chx",481,9,30,7,,8000,571,0,49500
1996,"symbolics, inc.",155,155,"87151220","SYMBOLICS INC","87151220","SYMBOLICS INC","xl1200 workstation",1268,7,30,1,,40000,760,0,49500
1994,"symbolics, inc.",155,155,"87151220","SYMBOLICS INC","87151220","SYMBOLICS INC","xl1200 workstation",1268,7,30,1,,40000,380,0,49500
1995,"symbolics, inc.",155,155,"87151220","SYMBOLICS INC","87151220","SYMBOLICS INC","xl1200 workstation",1268,7,30,1,,40000,380,0,49500
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 chx",481,9,30,7,,8000,571,0,49500
1989,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 srx",482,9,30,7,,8000,,0,49500
1991,"AT&T Pixel Machines",16,16,,,,,"pxm 900 series",902,1,0,1,,48000,,1,49500
1988,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 800 model 825 srx",482,9,30,7,,8000,,0,49500
1983,"Data-Stat Company",50,50,,,,,"audre",57,0,0,,,,,0,49700
1989,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn580 turbo",282,19,16,7,20,16000,348,,49900
1988,"apollo computer, inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","dn580 turbo",282,19,16,7,20,16000,348,,49900
1987,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-5000a cad workstation",135,11,39,7,12,,,,49900
1994,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","iris crimson extreme",630,11,8,7,,256000,3600,0,49900
1991,"computervision",41,41,"20557T10","COMPUTERVISION CORP","20557T10","COMPUTERVISION CORP","caddstation 42p",110,1,1,7,,24000,669,0,49900
1991,"symbolics, inc.",155,155,"87151220","SYMBOLICS INC","87151220","SYMBOLICS INC","xl1200 workstation",1268,7,30,1,,20000,380,0,49900
1986,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-5000a cad workstation",135,11,39,7,12,,,,49900
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 2gt",1055,1,1,2,25,96000,424,0,49995
1983,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf workstation",1184,0,0,,,,,0,50000
1987,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf ii workstation",1183,0,0,,,,,0,50000
1988,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418010","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1993,"Management Graphics, Inc (MN)",101,101,,,,,"vistar",1225,0,0,1,,5000,300,0,50000
1993,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418030","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1987,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418010","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1985,"Racal-Redac, Inc.",133,133,,,,,"color cadet",162,0,0,,,,,0,50000
1986,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418010","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1984,"control data corp.",43,43,"21238F10","CONTROL DATA SYSTEMS INC","21238F10","CONTROL DATA SYS INC","icem 120-40",545,,30,,,,,,50000
1992,"Zuken, Inc.",173,173,,,,,"cr3000+",172,0,0,7,,32000,,0,50000
1989,"lundy computer graphics",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf color raster workstation",1182,11,30,7,,,,0,50000
1988,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf ii workstation",1183,0,0,7,,,,0,50000
1984,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf workstation",1184,0,0,,,,,0,50000
1989,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418030","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1988,"lundy computer graphics",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf color raster workstation",1182,11,30,7,,,,0,50000
1984,"megatek corp.",107,107,,,,,"whizzard 7640",1246,,49,,,,,,50000
1987,"lundy computer graphics",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf color raster workstation",1182,11,30,7,,,,0,50000
1990,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418030","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1991,"Zuken, Inc.",173,173,,,,,"cr3000+",172,0,0,7,,32000,,0,50000
1983,"vector general, inc.",164,164,,,,,"vg 33000",1220,,22,7,8,64,,,50000
1984,"Mentor Graphics Corp.",108,108,"58720010","MENTOR GRAPHICS CORP","58720010","MENTOR GRAPHICS CORP","mentor idea 1000",697,0,0,,10,1000,,0,50000
1988,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","logician",669,11,30,3,,,,,50000
1981,"Vector General, Inc.",164,164,,,,,"vg 33000",1220,1,0,7,8,64,,0,50000
1993,"Zuken, Inc.",173,173,,,,,"cr3000+",172,0,0,7,,32000,,0,50000
1989,"daisy systems corp.",47,47,"23405010","DAISY SYSTEMS CORP","23405010","DAISY SYSTEMS CORP","logician",669,11,30,3,,,,,50000
1982,"Vector General, Inc.",164,164,,,,,"vg 33000",1220,1,0,7,8,64,,0,50000
1987,"Racal-Redac, Inc.",133,133,,,,,"color cadet",162,0,0,,,,,0,50000
1988,"Racal-Redac, Inc.",133,133,,,,,"color cadet",162,0,0,,,,,0,50000
1992,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418030","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1986,"Racal-Redac, Inc.",133,133,,,,,"color cadet",162,0,0,,,,,0,50000
1991,"Xyvision, Inc.",172,172,"05500Q10","AZUL HOLDINGS INC","98418030","XYVISION INC","xyview",1271,0,0,7,,12000,300,0,50000
1987,"Edge Computer",62,62,,,,,"edge1",324,0,0,1,,,,0,50000
1990,"Zuken, Inc.",173,173,,,,,"cr3000+",172,0,0,7,,32000,,0,50000
1989,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3500",1202,14,21,7,,24000,560,1,50005
1988,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3500",1202,14,21,7,,24000,560,1,50500
1991,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/260c",1126,1,1,1,16,8000,560,0,50800
1990,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sun-4/260c",1126,1,1,1,16,8000,560,0,50800
1992,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370gx",1064,1,1,1,25,56000,5500,0,50900
1993,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 370gx",1064,1,1,1,25,56000,5500,0,50900
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-500x axp",218,7,3,7,200,96000,1000,1,50930
1996,"silicon graphics, inc.",143,143,"82705630","SILICON GRAPHICS INC","82705610","SILICON GRAPHICS INC","indigo2 maximum impact",559,11,29,7,,12000000,2000,0,51000
1989,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4337 graphics netstation",736,11,16,7,,12000,86,0,51500
1988,"tektronix, inc.",158,158,"87913110","TEKTRONIX INC","87913110","TEKTRONIX INC","model 4337 graphics netstation",736,11,16,7,,12000,86,0,51500
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-500pxgturbo+ axp",215,13,20,7,,256000,1050,1,51995
1984,"megatek corp.",107,107,,,,,"whizzard 7610",1245,,49,,,,,,52000
1991,"data general corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","aviion av 6000",78,11,38,1,20,8000,322,1,52000
1983,"megatek corp.",107,107,,,,,"whizzard 7610",1245,,49,,,,,,52000
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3500",1202,14,21,7,,64000,560,1,52405
1990,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3500",1202,14,21,7,,64000,560,1,52405
1992,"stardent computer, inc.",151,151,,,,,"stardent 750",1096,14,9,1,,256000,760,0,52900
1982,"Lundy Electronics & Systems, Inc.",99,99,"55037410","LUNDY ELECTRONICS & SYSTEMS","55037410","LUNDY ELECTRONICS & SYSTEMS","ultragraf workstation",1184,0,0,,,,,0,52995
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 750",509,9,11,6,66,64000,1300,0,52995
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp apollo 9000 series 700 model 750",509,9,11,6,66,64000,1300,0,52995
1988,"cadnetix, inc.",30,30,"12759010","CADNETIX CORP","12759010","CADNETIX CORP","cdx-5000s cad workstation",136,1,39,7,12,,,,54000
1983,"megatek corp.",107,107,,,,,"whizzard 7645",1247,,49,,,,,,54000
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxlab scientific workstation",1191,14,21,7,,12000,477,1,54030
1991,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-200pxg turbo",251,7,9,1,,16000,21000,1,54600
1994,"Solbourne Computer, Inc.",145,145,,,,,"series 5e/700",1004,0,0,1,40,16000,327,0,54600
1993,"Solbourne Computer, Inc.",145,145,,,,,"series 5e/700",1004,0,0,1,40,16000,327,0,54600
1991,"sony microsystems co.",148,148,"83569930","SONY CORP  -ADR","83569930","SONY CORP  -ADR","news 1900 series",775,11,17,1,25,16000,,1,54900
