YEAR,FIRMNAME,FIVEFIRMID,FIRMID,CUSIPHEADERID,CUSIPHeaderName,CUSIPHISTORYID,CUSIPHistoryName,FOUND,FATE,ESTATE,SALES,EMPLOY,ZIP,LAT,LON,RANDD,PRODUCTS,PTYPES,SYSTEM,GRAPHIC,CEO,OWN,CPU,OS,APPS,COMM,MONITOR,DISK,MEMORY,BOARD
1996,"Integrix, Inc.",88,88,,,,,1987,,0,7000000,19,91320,0.5965080261230470,-2.075822114944460,,31,3,1,1,Jason Lo,0,0,0,0,0,0,0,0,0
1987,"Interactive Machines, Inc.",89,89,,,,,1979,,0,1,50,91361,0.595982015132904,-2.074120044708250,,0,2,0,1,Lloyd Turner,0,0,0,0,0,1,0,0,0
1988,"Interactive Machines, Inc.",89,89,,,,,1979,,0,1,50,91302,0.5958880186080930,-2.0710790157318100,,0,2,0,1,Lloyd Turner,0,0,0,0,0,1,0,0,0
1989,"Interactive Machines, Inc.",89,89,,,,,1979,,0,1,50,91302,0.5958880186080930,-2.0710790157318100,,6,1,0,1,Lloyd Turner,0,0,0,0,0,0,0,0,0
1990,"Interactive Machines, Inc.",89,89,,,,,1979,Company defunct,1,1,50,91302,0.5958880186080930,-2.0710790157318100,,2,1,0,1,Lloyd Turner,0,0,0,0,0,0,0,0,0
1986,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,403761984,4500,35807,0.6058390140533450,-1.512408971786500,37100000,0,1,0,1,James Meadlock,1,0,0,0,0,0,0,0,0
1987,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,526404992,5600,35807,0.6058390140533450,-1.512408971786500,50700000,0,2,0,1,James Meadlock,1,0,0,1,0,0,0,0,0
1988,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,605737024,5700,35807,0.6058390140533450,-1.512408971786500,57700000,0,2,0,1,James Meadlock,1,0,0,1,0,0,0,0,0
1989,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,641083008,6500,35807,0.6058390140533450,-1.512408971786500,67500000,10,2,0,1,James Meadlock,1,0,0,1,0,0,0,0,0
1990,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,800160000,7500,35807,0.6058390140533450,-1.512408971786500,88900000,11,3,1,1,James Meadlock,1,0,0,1,0,0,0,0,0
1991,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,860062016,7500,35894,0.6060979962348940,-1.5108850002288800,91500000,10,3,1,1,James Meadlock,1,0,0,1,0,0,0,0,0
1992,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,860062016,7500,35894,0.6060979962348940,-1.5108850002288800,,10,3,1,1,James Meadlock,1,0,0,1,0,0,0,0,0
1993,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,1200000000,7500,35894,0.6060979962348940,-1.5108850002288800,,17,4,1,1,James Meadlock,1,0,0,1,0,0,0,0,0
1995,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,1050276992,10300,35894,0.6060979962348940,-1.5108850002288800,,9,3,1,1,James Meadlock,1,0,1,1,0,1,0,0,0
1996,Intergraph Corp.,90,90,45868310,INTERGRAPH CORP,45868310,INTERGRAPH CORP,1969,,0,1041000000,8500,35894,0.6060979962348940,-1.5108850002288800,,20,4,1,1,James Meadlock,1,0,1,1,0,1,0,0,0
1988,"Isicad, Inc.",91,91,,,,,1978,,0,,,92803,0.590041995048523,-2.058130979537960,,0,2,0,1,John Arnold,0,0,0,1,0,0,0,0,0
1989,"Isicad, Inc.",91,91,,,,,1978,,0,,100,92803,0.590041995048523,-2.058130979537960,,1,2,0,1,John Arnold,0,0,0,1,0,0,0,0,0
1990,"Isicad, Inc.",91,91,,,,,1978,,0,,250,92803,0.590041995048523,-2.058130979537960,,1,2,0,1,John Arnold,0,0,0,1,0,0,0,0,0
1991,"Isicad, Inc.",91,91,,,,,1978,,0,,250,92803,0.590041995048523,-2.058130979537960,,1,2,0,1,John Arnold,0,0,0,1,0,0,0,0,0
1992,"Isicad, Inc.",91,91,,,,,1978,,1,,300,92803,0.590041995048523,-2.058130979537960,,1,2,0,1,John Arnold,0,0,0,1,0,0,0,0,0
1990,"Japan Computer International, Inc.",92,92,,,,,1986,,0,1,100,7024,0.7129719853401180,-1.2910979986190800,,2,1,0,1,Michael Konishi,2,0,0,0,0,0,0,0,0
1991,"Japan Computer International, Inc.",92,92,,,,,1986,,0,1,100,7024,0.7129719853401180,-1.2910979986190800,,5,1,0,1,Michael Konishi,2,0,0,0,0,0,0,0,0
1992,"Japan Computer International, Inc.",92,92,,,,,1986,Left U.S. market,1,1,100,7024,0.7129719853401180,-1.2910979986190800,,5,1,0,1,Michael Konishi,2,0,0,0,0,0,0,0,0
1984,Jupiter Systems,93,93,,,,,1981,,0,6000000,40,94710,0.6609489917755130,-2.1344659328460700,,0,1,0,1,Jon Peddie,0,0,0,1,0,0,0,0,0
1985,Jupiter Systems,93,93,,,,,1981,,0,6000000,40,95401,0.6709589958190920,-2.1424219608306900,,0,1,0,1,Ed Corell,0,0,0,0,0,0,1,0,0
1986,Jupiter Systems,93,93,,,,,1981,,0,6000000,40,95401,0.6709589958190920,-2.1424219608306900,,0,1,0,1,Ed Corell,0,0,0,0,0,0,0,0,0
1987,Jupiter Systems,93,93,,,,,1981,,0,6000000,40,95401,0.6709589958190920,-2.1424219608306900,,0,1,0,1,Ed Corell,0,0,0,0,0,0,0,0,0
1988,Jupiter Systems,93,93,,,,,1981,,0,2000000,10,95401,0.6709589958190920,-2.1424219608306900,,0,1,0,1,Eric Wogsberg,0,0,0,0,0,0,0,0,0
1989,Jupiter Systems,93,93,,,,,1981,,0,2000000,13,95401,0.6709589958190920,-2.1424219608306900,,2,1,0,1,Eric Wogsberg,0,0,0,0,0,0,0,0,0
1990,Jupiter Systems,93,93,,,,,1981,,0,2000000,13,95401,0.6709589958190920,-2.1424219608306900,,5,1,0,1,Eric Wogsberg,0,0,0,0,0,0,0,0,0
1991,Jupiter Systems,93,93,,,,,1981,,0,2000000,13,95401,0.6709589958190920,-2.1424219608306900,,5,1,0,1,Eric Wogsberg,0,0,0,0,0,0,0,0,0
1992,Jupiter Systems,93,93,,,,,1981,,0,2000000,13,95401,0.6709589958190920,-2.1424219608306900,,6,1,0,1,Eric Wogsberg,0,0,0,0,0,0,0,0,0
1993,Jupiter Systems,93,93,,,,,1981,,1,2000000,13,95401,0.6709589958190920,-2.1424219608306900,,7,1,0,1,Eric Wogsberg,0,0,0,0,0,0,0,0,0
1994,"KEPS, Inc.",95,95,,,,,1880,,0,19499999232,132600,1821,0.742671012878418,-1.2435790300369300,,1,2,0,1,George Fisher,2,0,0,1,0,0,0,0,0
1995,"KEPS, Inc.",95,95,,,,,1880,,0,19499999232,132600,1821,0.742671012878418,-1.2435790300369300,,1,2,0,1,George Fisher,2,0,0,1,0,0,0,0,0
1996,"KEPS, Inc.",95,95,,,,,1880,,0,19499999232,132600,1821,0.742671012878418,-1.2435790300369300,,1,2,0,1,George Fisher,2,0,0,1,0,0,0,0,0
1994,Kubota Graphics Corp.,96,96,,,,,1990,,0,7000000000,200,95051,0.6518279910087590,-2.1290199756622300,,5,2,0,1,Ben Wegbreit,0,0,0,0,0,0,0,0,0
1995,Kubota Graphics Corp.,96,96,,,,,1990,Stayed as graphics card producer,1,7000000000,280,95051,0.6518279910087590,-2.1290199756622300,,5,1,0,1,Ben Wegbreit,2,0,0,0,0,0,0,0,0
1988,Landmark Graphics Corp.,97,97,51491310,LANDMARK GRAPHICS CORP,51491310,LANDMARK GRAPHICS CORP,,Has many other products,1,,,77094,0.5195940136909490,-1.6704679727554300,,0,2,0,1,,1,0,0,1,0,0,0,0,0
1990,Lazerus,98,98,,,,,1987,,0,1,15,94710,0.6609489917755130,-2.1344659328460700,,1,2,0,1,Thomas F. Rust,0,0,0,1,0,0,0,0,0
1991,Lazerus,98,98,,,,,1987,,0,1,15,94710,0.6609489917755130,-2.1344659328460700,,2,3,0,1,J. Culver,0,0,0,1,0,0,0,0,1
1992,Lazerus,98,98,,,,,1987,,0,1,15,94710,0.6609489917755130,-2.1344659328460700,,2,3,0,1,J. Culver,0,0,0,1,0,0,0,0,1
1993,Lazerus,98,98,,,,,1987,No information,1,1,15,94661,0.6608800292015080,-2.1342780590057400,,2,3,0,1,J. Culver,0,0,0,1,0,0,0,0,1
1981,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,,,11545,0.7125849723815920,-1.284695029258730,,0,3,0,1,William N. Stout,1,0,0,1,0,0,0,0,0
1982,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,20700000,535,11545,0.7125849723815920,-1.284695029258730,,0,3,0,1,William N. Stout,1,0,0,1,0,0,0,0,0
1983,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,28000000,600,11545,0.7125849723815920,-1.284695029258730,,0,3,0,1,William N. Stout,1,0,0,1,0,0,0,0,0
1984,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,34527000,718,11545,0.7125849723815920,-1.284695029258730,,0,4,0,1,William N. Stout,1,0,0,1,0,0,0,0,0
1985,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,,,11545,0.7125849723815920,-1.284695029258730,,0,4,0,1,Edward Mulvey,1,0,0,1,0,0,0,0,0
1986,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,,700,11545,0.7125849723815920,-1.284695029258730,,0,4,0,1,Edward Mulvey,1,0,0,1,0,0,0,0,0
1987,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,,1000,11545,0.7125849723815920,-1.284695029258730,,0,5,0,1,Dan McBride,2,0,0,1,0,0,0,0,0
1988,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,,1000,11545,0.7125849723815920,-1.284695029258730,,0,5,0,1,Dan McBride,2,0,0,1,0,0,0,0,0
1989,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,1,,1000,11545,0.7125849723815920,-1.284695029258730,,2,4,0,1,Richard I. Tanaka,2,0,0,1,0,0,0,0,0
1990,"Lundy Electronics & Systems, Inc.",99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,,,,11545,0.7125849723815920,-1.284695029258730,,0,4,0,1,Richard I. Tanaka,2,0,0,1,0,0,0,0,0
1991,Lundy Computer Graphics,99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,0,,1000,11545,0.7125849723815920,-1.284695029258730,,6,2,0,1,Phillip J. Monego,0,0,0,0,0,0,0,0,0
1992,Lundy Computer Graphics,99,99,55037410,LUNDY ELECTRONICS & SYSTEMS,55037410,LUNDY ELECTRONICS & SYSTEMS,1934,,1,,1000,11545,0.7125849723815920,-1.284695029258730,,4,1,0,1,Phillip J. Monego,0,0,0,0,0,0,0,0,0
1991,"Management Graphics, Inc (MN)",101,101,,,,,1981,,0,1,65,55420,0.782558023929596,-1.627974033355710,,3,3,0,1,James Teter,0,0,0,1,0,0,0,0,0
1992,"Management Graphics, Inc (MN)",101,101,,,,,1981,,0,1,65,55420,0.782558023929596,-1.627974033355710,,3,2,0,1,James Teter,0,0,0,1,0,0,0,0,0
1993,"Management Graphics, Inc (MN)",101,101,,,,,1981,Continuing as firm,1,1,80,55425,0.7826610207557680,-1.6275089979171800,,2,2,0,1,James Teter,0,0,0,1,0,0,0,0,0
1996,"Marner International, Inc.",102,102,,,,,1991,,0,5000000,8,55082,0.7862709760665890,-1.6201889514923100,,3,1,0,0,Martin Fenner,0,0,0,0,0,0,0,0,0
1991,"Mars Microsystems, Inc.",103,103,,,,,1988,,0,1,,15090,0.7088140249252320,-1.3973959684371900,,1,1,1,0,Brian Rosen,0,0,0,0,0,0,0,0,0
1992,"Mars Microsystems, Inc.",103,103,,,,,1988,,0,1,,15090,0.7088140249252320,-1.3973959684371900,,1,1,1,0,Brian Rosen,0,0,0,0,0,0,0,0,0
1993,"Mars Microsystems, Inc.",103,103,,,,,1988,,0,1,,15090,0.7088140249252320,-1.3973959684371900,,1,1,1,0,Brian Rosen,0,0,0,0,0,0,0,0,0
1994,"Mars Microsystems, Inc.",103,103,,,,,1988,No information,1,1,,16046,0.7103580236434940,-1.396888017654420,,1,1,1,0,Brian Rosen,0,0,0,0,0,0,0,0,0
1996,Maxvision Corp.,104,104,,,,,1996,,0,1,,35805,0.6057329773902890,-1.5117429494857800,,5,1,0,0,,2,0,0,0,0,0,0,0,0
1994,MC2 Computer Corp.,105,105,,,,,1991,,0,5000000,15,35957,0.5964429974555970,-1.5035669803619400,,2,1,0,1,Kerry F. McCain,0,0,0,1,0,0,0,0,0
1995,MC2 Computer Corp.,105,105,,,,,1991,Name change to ImAtrex,1,5000000,15,35957,0.5964429974555970,-1.5035669803619400,,2,1,0,1,Kerry F. McCain,0,0,0,1,0,0,0,0,0
1983,"Media Cybernetics, Inc.",106,106,,,,,,Still exists as company,1,1,,,,,,0,0,0,1,,,0,0,0,0,0,0,0,0
1981,Megatek Corp.,107,107,,,,,1972,,0,,,92121,0.574072003364563,-2.0455870628356900,,0,2,0,1,Robert D. Smith,1,0,0,1,0,0,0,0,0
1982,Megatek Corp.,107,107,,,,,1972,,0,12500000,200,92121,0.574072003364563,-2.0455870628356900,,0,2,0,1,Robert D. Smith,1,0,0,1,0,0,0,0,0
1983,Megatek Corp.,107,107,,,,,1972,,0,,400,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Peter J. Shaw,1,0,0,1,0,0,0,0,0
1984,Megatek Corp.,107,107,,,,,1972,,0,50000000,500,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Charles A. Daley,1,0,0,1,0,0,0,0,0
1985,Megatek Corp.,107,107,,,,,1972,,0,,,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Charles A. Daley,1,0,0,1,0,0,0,0,0
1986,Megatek Corp.,107,107,,,,,1972,,0,47000000,400,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Paul A. Huber,1,0,0,1,0,0,0,0,0
1987,Megatek Corp.,107,107,,,,,1972,,0,42000000,350,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Paul A. Huber,1,0,0,0,0,0,0,0,0
1988,Megatek Corp.,107,107,,,,,1972,,0,32000000,240,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Robert Benders,1,0,0,0,0,0,0,0,0
1989,Megatek Corp.,107,107,,,,,1972,,0,32000000,240,92121,0.574072003364563,-2.0455870628356900,,6,1,0,1,Robert Benders,1,0,0,0,0,0,0,0,0
1990,Megatek Corp.,107,107,,,,,1972,,0,,,92121,0.574072003364563,-2.0455870628356900,,6,1,0,1,Robert Benders,1,0,0,0,0,0,0,0,0
1991,Megatek Corp.,107,107,,,,,1972,,0,,,92121,0.574072003364563,-2.0455870628356900,,6,1,0,1,Robert Benders,1,0,0,0,0,0,0,0,0
1992,Megatek Corp.,107,107,,,,,1972,,0,,,92121,0.574072003364563,-2.0455870628356900,,8,1,0,1,Robert Benders,1,0,0,0,0,0,0,0,0
1993,Megatek Corp.,107,107,,,,,1972,,1,,,92121,0.574072003364563,-2.0455870628356900,,9,1,0,1,Robert Benders,1,0,0,0,0,0,0,0,0
1984,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,25000000,200,97223,0.7931360006332400,-2.1428449153900100,,1,1,1,0,Thomas Bruggere,,0,0,1,0,0,0,0,0
1987,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,136748000,850,97005,0.7936890125274660,-2.143357992172240,,1,3,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1988,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,173544992,1000,97005,0.7936890125274660,-2.143357992172240,16800000,0,2,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1989,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,221800000,1200,97005,0.7936890125274660,-2.143357992172240,24200000,1,2,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1990,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,300750016,1800,97005,0.7936890125274660,-2.143357992172240,33800000,1,2,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1991,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,346000000,2000,97005,0.7936890125274660,-2.143357992172240,,1,2,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1992,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,0,346000000,2465,97005,0.7936890125274660,-2.143357992172240,,1,2,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1993,Mentor Graphics Corp.,108,108,58720010,MENTOR GRAPHICS CORP,58720010,MENTOR GRAPHICS CORP,1981,,1,400100000,2465,97070,0.7906100153923040,-2.1427390575408900,,1,2,0,1,Thomas Bruggere,1,0,0,1,0,0,0,0,0
1987,Metheus Corp.,109,109,,,,,1981,Coincides w/ layoffs,1,,125,97124,0.7947999835014340,-2.1461191177368200,,0,2,0,1,Mike Barry,0,0,0,1,0,0,0,0,1
1991,"MIPS Computer Systems, Inc.",110,110,60456510,MIPS COMPUTER SYSTEMS INC,60456510,MIPS COMPUTER SYSTEMS INC,,Acquired by SGI,1,101862000,,94086,0.6523410081863400,-2.1297171115875200,,9,2,1,0,Charles Bosenberg,0,0,0,0,0,0,0,0,0
1992,Mobius Computer Corp.,111,111,,,,,1987,,0,1,,94588,0.6577680110931400,-2.127480983734130,,4,2,0,0,Jeff Webber,0,0,0,0,0,1,0,0,1
1993,Mobius Computer Corp.,111,111,,,,,1987,,0,1,,94588,0.6577680110931400,-2.127480983734130,,10,2,0,0,Jeff Webber,0,0,0,0,0,1,0,0,1
1994,Mobius Computer Corp.,111,111,,,,,1987,,0,1,,94538,0.6550359725952150,-2.1287999153137200,,7,1,1,0,Jeff Webber,0,0,0,0,0,0,0,0,0
1995,Mobius Computer Corp.,111,111,,,,,1987,,0,1,10,94608,0.6603710055351260,-2.1341938972473100,,8,2,1,0,Kamran Mohsenin,0,0,0,0,0,0,0,0,0
1996,"National Computers Plus, Inc.",112,112,,,,,1994,,0,1,140,74147,0.6302260160446170,-1.6729090213775600,,3,1,1,0,James O. Sutton,0,0,0,0,0,0,0,0,0
1991,NCR Corp.,113,113,6.2886E+14,NCR CORP,62886210,NCR CORP,1884,,0,5955999744,56000,45479,0.6933050155639650,-1.4694139957428000,,150,18,1,1,Charles E. Exley,1,0,1,1,1,0,1,0,1
1992,NCR Corp.,113,113,6.2886E+14,NCR CORP,62886210,NCR CORP,1884,,0,5955999744,56000,45479,0.6933050155639650,-1.4694139957428000,,178,16,1,1,Gilbert P. Williamson,1,0,1,1,1,0,1,0,0
1993,NCR Corp.,113,113,6.2886E+14,NCR CORP,62886210,NCR CORP,1884,Exits market,1,633500032,54000,45479,0.6933050155639650,-1.4694139957428000,,206,18,1,1,Gilbert P. Williamson,1,0,1,1,1,0,1,0,0
1988,"NEC Information Systems, Inc.",114,114,,,,,1977,,0,200000000,1500,1719,0.741536021232605,-1.2482290267944300,,0,7,1,1,Richard Underwood,0,0,0,1,0,0,1,0,0
1989,"NEC Information Systems, Inc.",114,114,,,,,1977,Exits market,1,200000000,1500,1719,0.741536021232605,-1.2482290267944300,,53,7,1,1,Richard Underwood,0,0,0,1,1,1,1,0,1
1993,Nematron Corp.,115,115,80011110,SANDSTON CORP,64044110,NEMATRON CORP,1983,,3,37000000,110,48103,0.7379140257835390,-1.462306022644040,,6,2,1,1,G. Paul Horst,2,0,0,1,0,0,0,0,0
1994,Nematron Corp.,115,115,80011110,SANDSTON CORP,64044110,NEMATRON CORP,1983,,0,15000000,110,48103,0.7379140257835390,-1.462306022644040,,6,2,1,1,G. Paul Horst,1,0,0,1,0,0,0,0,0
1995,Nematron Corp.,115,115,80011110,SANDSTON CORP,64044110,NEMATRON CORP,1983,,1,16000000,110,48103,0.7379140257835390,-1.462306022644040,,30,2,1,0,G. Paul Horst,1,0,0,1,0,0,0,0,0
1990,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,10000000,45,94043,0.6528499722480770,-2.130652904510500,,2,2,0,1,William Carrico,0,0,0,1,0,0,0,0,0
1991,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,50000000,145,94043,0.6528499722480770,-2.130652904510500,,5,2,0,1,William Carrico,0,0,0,1,0,0,0,0,0
1992,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,52000000,180,94043,0.6528499722480770,-2.130652904510500,,12,2,0,1,William Carrico,0,0,0,1,0,0,0,0,0
1993,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,60000000,300,94043,0.6528499722480770,-2.130652904510500,,9,2,0,1,William Carrico,1,0,0,1,0,0,0,0,0
1994,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,120000000,400,94043,0.6528499722480770,-2.130652904510500,,11,2,0,1,Judith L. Estrin,1,0,0,1,0,0,0,0,0
1995,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,103311000,400,94043,0.6528499722480770,-2.130652904510500,,20,2,0,1,Edward Marinaro,1,0,0,1,0,0,0,0,0
1996,"Network Computing Devices, Inc.",116,116,64120N10,NETWORK COMPUTING DEVICES,64120N10,NETWORK COMPUTING DEVICES,1988,,0,161000000,400,94043,0.6528499722480770,-2.130652904510500,,30,2,0,1,Edward Marinaro,1,0,0,1,0,0,0,0,0
1992,"Neuralware, Inc.",117,117,,,,,1987,Continued as software firm,1,1,30,15276,0.7057790160179140,-1.3978990316391000,,1,2,1,0,Casimir Kimasauskas,0,0,0,1,0,0,0,0,0
1990,"Next, Inc.",118,118,,,,,1985,,0,,150,94063,0.6541759967803960,-2.1329519748687700,,2,3,1,0,Steven P. Jobs,0,0,1,0,0,0,0,0,0
1991,"Next, Inc.",118,118,,,,,1985,,0,,350,94063,0.6541759967803960,-2.1329519748687700,,2,1,1,0,Steven P. Jobs,0,0,1,0,0,0,0,0,0
1992,"Next, Inc.",118,118,,,,,1985,Continued as OS firm,1,,350,94063,0.6541759967803960,-2.1329519748687700,,6,3,1,1,Steven P. Jobs,0,0,1,0,0,0,0,0,0
1992,Okidata,119,119,,,,,1990,Many other markets,1,5000000000,450,8054,0.6972209811210630,-1.3073140382766700,,31,3,1,0,Stephen J. Reso,2,0,0,0,0,0,0,0,0
1986,Omnicomp Graphics Corp.,120,120,,,,,1982,,0,1000000,20,77043,0.5201990008354190,-1.6678500175476100,,0,2,0,1,Anthony G. Masraff,0,0,0,0,0,0,0,0,0
1987,Omnicomp Graphics Corp.,120,120,,,,,1983,,0,1414213.5,20,77043,0.5201990008354190,-1.6678500175476100,,0,2,0,1,Anthony G. Masraff,0,0,0,1,0,0,0,0,0
1988,Omnicomp Graphics Corp.,120,120,,,,,1983,,0,2000000,45,77043,0.5201990008354190,-1.6678500175476100,,0,2,0,1,Anthony G. Masraff,0,0,0,1,0,0,0,0,1
1989,Omnicomp Graphics Corp.,120,120,,,,,1983,,0,2828427,45,77043,0.5201990008354190,-1.6678500175476100,,7,2,0,1,Anthony G. Masraff,0,0,0,1,0,0,0,0,1
1990,Omnicomp Graphics Corp.,120,120,,,,,1983,,0,4000000,55,77043,0.5201990008354190,-1.6678500175476100,,20,3,1,1,Anthony G. Masraff,0,0,0,1,0,0,0,0,1
1991,Omnicomp Graphics Corp.,120,120,,,,,1983,,0,5656854,55,77043,0.5201990008354190,-1.6678500175476100,,16,2,0,1,Anthony G. Masraff,0,0,0,1,0,0,0,0,1
1992,Omnicomp Graphics Corp.,120,120,,,,,1983,Continues as graphics board,1,8000000,55,77043,0.5201990008354190,-1.6678500175476100,,20,3,0,1,Anthony G. Masraff,0,0,0,1,0,0,0,0,1
1992,Optigraphics Corp.,121,121,,,,,1982,,0,5520000,90,92121,0.574072003364563,-2.0455870628356900,386000,10,2,0,1,James D. Wylie,0,0,0,1,0,0,0,0,0
1993,Optigraphics Corp.,121,121,,,,,1982,Acquired by Alpharel (Sept. 93),1,7180000,90,92121,0.574072003364563,-2.0455870628356900,688000,10,2,0,1,James D. Wylie,0,0,0,1,0,0,0,0,0
1996,"Optivision, Inc.",122,122,,,,,1983,,0,1,40,95616,0.6729080080986020,-2.124911069870000,,8,2,0,0,Joseph W. Goodman,0,0,0,0,0,0,0,0,0
1990,Opus Systems,123,123,,,,,1983,,0,3663779.75,90,95014,0.6513109803199770,-2.1299760341644300,,9,2,1,0,Gene Rosen,0,0,0,0,0,0,0,0,1
1991,Opus Systems,123,123,,,,,1983,,0,3026458.25,90,95014,0.6513109803199770,-2.1299760341644300,,20,2,1,0,Mark Johnston,0,0,0,0,0,0,0,0,1
1992,Opus Systems,123,123,,,,,1983,Went into chapter 11,1,2500000,90,94043,0.6528499722480770,-2.130652904510500,,16,2,1,0,John Lundell,0,0,0,0,0,0,0,0,1
1992,Orange Systems,124,124,,,,,,,0,1,,20878,0.6826949715614320,-1.3480299711227400,,1,1,1,0,,0,0,0,0,0,0,0,0,0
1993,Orange Systems,124,124,,,,,,No mention after 1992,1,1,,20878,0.6826949715614320,-1.3480299711227400,,1,1,1,0,,0,0,0,0,0,0,0,0,0
1989,"Pansophic Systems, Inc.",125,125,69863110,PANSOPHIC SYSTEMS INC,69863110,PANSOPHIC SYSTEMS INC,1969,,0,149600000,1200,60521,0.7293580174446110,-1.5348440408706700,,1,2,0,1,William G. Nelson,1,0,1,1,0,0,0,0,0
